GeneID	GeneType	H003	ACF001	ACF002	ACF004	ACF005	ACF006	ACF007	ALI001	ALI002	ALI003	ALI004	ALI006	ALI007	H001	H002	H004	H005	H006
SPDL1	mRNA	76	0.0	36	0.0	1	126	230	0.0	68	19	46	0.0	0.0	0.0	0.0	4	27	63
LOC642490	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MBL2	mRNA	0.0	0.0	58	0.0	0.0	0.0	0.0	0.0	0.0	28	0.0	0.0	0.0	0.0	79	0.0	0.0	0.0
BOK	mRNA	285	368	389	90	123	370	494	91	173	47	41	27	257	157	1	0.0	157	0.0
SLC36A1	mRNA	103	0.0	283	0.0	25	0.0	0.0	0.0	133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19	96
LOC100421549	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14	0.0	0.0
SLC36A3	mRNA	85	34	0.0	64	0.0	0.0	252	0.0	0.0	0.0	0.0	0.0	130	0.0	0.0	0.0	0.0	45
SLC36A2	mRNA	0.0	125	18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14	0.0	0.0	0.0	0.0	0.0	4	0.0
HTR3E	mRNA	0.0	0.0	101	0.0	0.0	41	137	1	52	0.0	0.0	0.0	0.0	0.0	350	0.0	23	0.0
VPS13C	mRNA	254	194	253	93	273	166	222	162	402	107	265	15	202	1322	511	48	170	224
VPS13D	mRNA	392	0.0	194	50	36	560	0.0	67	489	0.0	167	5	38	1729	226	40	358	252
DHPS	mRNA	560	560	1046	115	85	469	41	165	1436	228	473	312	158	1140	280	305	278	453
VPS13A	mRNA	10	212	295	140	88	156	330	81	121	57	108	124	56	134	268	53	194	1
HTR3C	mRNA	0.0	0.0	0.0	26	0.0	0.0	0.0	233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724982	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HTR3D	mRNA	6	0.0	0.0	1	0.0	57	0.0	0.0	222	146	0.0	0.0	0.0	0.0	0.0	48	17	0.0
VPS13B	mRNA	5	0.0	79	148	52	70	0.0	0.0	287	0.0	38	32	98	0.0	153	46	78	0.0
LOC100421541	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	90	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724981	mRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HTR3A	mRNA	0.0	63	0.0	0.0	0.0	28	40	0.0	0.0	0.0	0.0	26	0.0	0.0	27	0.0	1	0.0
LOC102724984	mRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HTR3B	mRNA	155	0.0	0.0	0.0	4	0.0	0.0	0.0	93	41	0.0	72	69	1	0.0	0.0	0.0	146
LOC102724983	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RABGGTB	mRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD24P3	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RABGGTA	mRNA	316	374	875	549	168	402	149	332	286	66	537	398	583	737	33	295	445	67
CD24P4	ncRNA	126	1	3	20	1	0.0	1	1	17	54	2	3	1	0.0	0.0	29	3	119
CD24P1	ncRNA	78	0.0	0.0	0.0	0.0	25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40
LOC100421548	ncRNA	0.0	0.0	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724980	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD24P2	ncRNA	120	150	57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44
LOC102724989	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100288115	ncRNA	108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	101
LOC102724986	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724985	mRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC642487	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38	0.0	0.0	0.0	0.0	0.0	0.0	104	0.0	0.0
LOC102724988	mRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C1D	mRNA	78	0.0	90	0.0	31	0.0	0.0	0.0	296	35	72	0.0	38	0.0	81	47	42	61
LOC100288111	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724987	mRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-157E21.1	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC257396	lncRNA	1	0.0	102	0.0	25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62	0.0	0.0
BPI	mRNA	53	1	130	0.0	0.0	160	0.0	0.0	461	0.0	106	88	0.0	1	40	0.0	42	1
CYP51A1P1	ncRNA	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89	0.0	0.0	0.0	51	0.0	0.0	0.0	0.0	0.0
C1S	mRNA	81	697	966	708	182	140	942	758	56	419	117	54	649	321	450	115	185	0.0
C1R	mRNA	375	1861	1023	1343	262	191	1112	1211	319	657	187	411	619	327	816	277	577	344
LOC102724993	mRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100421552	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76	0.0	0.0	0.0	0.0	0.0	0.0	13	0.0
KCNQ5-IT1	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724992	mRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724995	mRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724994	mRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CYP51A1P3	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52	0.0
IL2RG	mRNA	284	402	432	558	214	232	149	274	482	353	137	517	419	690	586	562	389	201
CYP51A1P2	ncRNA	128	118	0.0	0.0	0.0	13	0.0	0.0	5	0.0	17	0.0	0.0	0.0	0.0	13	0.0	68
LOC100421559	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724991	mRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100421558	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724990	mRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100288129	ncRNA	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CYP1D1P	ncRNA	0.0	0.0	22	40	0.0	159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89	12	0.0
LOC100288125	ncRNA	0.0	0.0	0.0	0.0	4	29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724997	mRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724996	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100288123	lncRNA	2	0.0	134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22	0.0
LOC102724999	mRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100421550	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724998	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC727884	ncRNA	0.0	0.0	0.0	0.0	52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	0.0	0.0	0.0	0.0
SLC36A4	mRNA	61	0.0	0.0	0.0	73	36	0.0	2	64	29	46	20	10	0.0	2	25	0.0	53
RP5-1043L13.1	lncRNA	179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26	0.0	0.0	0.0	0.0	0.0	0.0	173
OR7E55P	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OR7E53P	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GPKOW	mRNA	501	54	246	315	62	435	1	0.0	652	128	357	152	115	375	3	107	610	365
TRDJ2	mRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRDJ3	mRNA	37	0.0	9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36
TRDJ1	mRNA	43	84	1	0.0	0.0	0.0	0.0	0.0	154	0.0	180	0.0	0.0	651	0.0	0.0	44	32
HTR5A	mRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	186	0.0	27	0.0	28	0.0	0.0	0.0	0.0	0.0	0.0
LOC100421569	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	16	0.0	0.0
BRE	mRNA	178	1	0.0	0.0	0.0	0.0	0.0	0.0	83	73	61	0.0	0.0	0.0	0.0	0.0	0.0	171
IL2RA	mRNA	6	1	219	81	58	50	0.0	0.0	220	1	0.0	0.0	0.0	0.0	143	0.0	0.0	0.0
ANKRD62P1-PARP4P3	miscRNA	56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38	0.0	0.0	0.0	0.0	0.0	119	52	0.0	0.0
TRDJ4	mRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100421561	ncRNA	1	0.0	0.0	0.0	0.0	30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16	0.0	0.0
IL2RB	mRNA	675	173	199	249	1	677	1	0.0	813	138	183	125	295	127	509	63	148	636
LOC727896	miscRNA	1	0.0	1	88	0.0	28	0.0	0.0	0.0	159	0.0	0.0	0.0	0.0	0.0	100	0.0	0.0
CDRT15	mRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LGALSL	mRNA	202	91	58	48	35	280	5	122	155	1	0.0	0.0	37	1000	0.0	46	215	157
OR2AH1P	ncRNA	6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PEX26	mRNA	600	521	158	260	160	624	175	641	722	310	125	377	445	1005	1	280	397	555
LOC102724935	lncRNA	124	1	0.0	0.0	140	276	0.0	0.0	14	0.0	0.0	0.0	0.0	0.0	0.0	91	0.0	119
LGALS4	mRNA	4665	14853	21436	13664	5935	2190	17604	12104	768	11707	4766	10061	10092	7700	12091	8991	7798	2068
C4B	mRNA	21	267	42	8	30	0.0	21	17	4	228	9	88	328	24	276	13	24	8
C4A	mRNA	1	86	64	0.0	89	1	1	5	0.0	1	0.0	55	1	0.0	595	2	3	0.0
LOC102724934	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LGALS3	mRNA	2382	3764	5464	2752	1991	211	4900	6181	1124	2822	986	1720	1832	4039	4887	1804	1976	1375
LGALS2	mRNA	851	263	393	863	361	319	91	590	1	434	579	224	212	214	775	561	248	601
LOC101805489	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724937	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL36A	mRNA	2	0.0	57	0.0	44	37	0.0	0.0	70	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LGALS1	mRNA	3250	1506	4401	1463	533	2321	2493	1440	4345	873	3260	1351	1271	2039	1190	1187	1720	2516
HMGN2P46	miscRNA	0.0	0.0	0.0	0.0	0.0	0.0	168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	380	52	0.0	0.0
LOC102724936	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MCIDAS	mRNA	219	0.0	0.0	0.0	0.0	0.0	3	0.0	0.0	58	0.0	0.0	0.0	0.0	0.0	75	0.0	105
IL36B	mRNA	2	0.0	0.0	0.0	0.0	48	0.0	8	72	20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMGN2P45	ncRNA	139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42	22	0.0	0.0	0.0	0.0	0.0
LOC102724931	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724930	mRNA	7	0.0	70	355	89	0.0	148	585	164	170	0.0	40	132	0.0	0.0	7	1	0.0
HMGN2P44	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724933	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89	0.0	0.0	0.0	0.0	0.0
HMGN2P43	ncRNA	1	0.0	0.0	0.0	0.0	69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724932	lncRNA	0.0	0.0	0.0	46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BSG	mRNA	10651	9060	10552	5897	2803	3243	6909	5861	10422	3886	4088	4434	5179	12785	9238	5331	7026	8220
HMGN2P42	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100506985	lncRNA	2	0.0	146	0.0	25	0.0	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27	0.0
HMGN2P41	ncRNA	227	84	332	68	73	276	379	0.0	418	3	189	33	95	263	478	138	339	171
HMGN2P40	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC002480.3	lncRNA	0.0	0.0	75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LGALS9	mRNA	3682	3020	4705	3548	559	2638	2769	3858	4673	2366	2741	1945	3369	2022	4190	2663	2765	2943
LGALS8	mRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0	91
BSN	mRNA	7	0.0	0.0	86	0.0	257	0.0	71	55	0.0	66	0.0	41	76	0.0	0.0	0.0	0.0
LOC102724939	lncRNA	0.0	0.0	89	0.0	0.0	36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LGALS7	mRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
INHBA-AS1	lncRNA	121	127	50	0.0	0.0	57	0.0	0.0	0.0	25	18	0.0	0.0	0.0	0.0	0.0	24	43
LOC102724938	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OR7E43P	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BSX	mRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	87	0.0	0.0	1	0.0	168	0.0	0.0	0.0	0.0	0.0
RNU7-8P	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724940	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724946	lncRNA	0.0	0.0	0.0	0.0	0.0	37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BTC	mRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724945	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724948	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BTD	mRNA	78	85	0.0	0.0	0.0	1	0.0	629	0.0	0.0	22	70	109	188	135	0.0	74	0.0
LOC102724947	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CFDP1	mRNA	173	169	346	196	0.0	64	309	247	310	150	281	305	111	329	135	157	237	153
LOC102724942	lncRNA	0.0	0.0	0.0	0.0	0.0	49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	160	0.0	0.0	0.0
CRISPLD1	mRNA	27	0.0	50	0.0	12	106	0.0	0.0	43	0.0	13	0.0	0.0	0.0	84	0.0	89	0.0
LOC102724941	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CRISPLD2	mRNA	243	215	1	0.0	20	0.0	3	439	224	80	64	395	154	531	21	149	123	221
SUB1	mRNA	451	616	517	276	170	181	494	4	365	119	239	103	186	547	159	212	475	359
LOC102724944	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35	0.0	0.0	0.0	0.0	11	0.0	0.0
LOC102724943	lncRNA	75	132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20	0.0	0.0	0.0	0.0	0.0	0.0	73
LOC100506974	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BTK	mRNA	805	86	418	41	32	805	578	1	792	173	475	117	0.0	1221	228	158	302	618
OR5G5P	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724949	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC727874	ncRNA	0.0	0.0	0.0	23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DHX8	mRNA	698	82	536	73	84	528	1	893	1099	69	476	137	349	715	1	318	501	651
DHX9	mRNA	853	229	67	41	463	654	646	0.0	933	145	248	169	255	1237	85	165	341	549
LOC727838	ncRNA	2	99	15	0.0	0.0	109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	150	0.0	0.0	0.0	0.0
RP4-684O24.5	miscRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724951	mRNA	0.0	0.0	0.0	0.0	0.0	0.0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724950	lncRNA	1	0.0	0.0	0.0	68	0.0	0.0	0.0	22	0.0	0.0	0.0	0.0	0.0	0.0	28	0.0	0.0
NKAIN2	mRNA	0.0	0.0	0.0	0.0	16	0.0	12	0.0	29	18	0.0	0.0	53	0.0	0.0	20	0.0	0.0
LOC102724957	lncRNA	0.0	0.0	68	0.0	59	28	0.0	0.0	41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NKAIN1	mRNA	79	0.0	137	0.0	42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31	1	73
LOC102724956	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724959	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC390282	ncRNA	89	0.0	0.0	0.0	0.0	15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61
MC2R	mRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62	0.0	0.0	0.0
NKAIN4	mRNA	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724958	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC100288203	ncRNA	773	0.0	277	1	12	107	1	171	295	1	24	0.0	1	23	43	0.0	40	580
NKAIN3	mRNA	0.0	0.0	0.0	0.0	0.0	0.0	7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724953	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RACGAP1	mRNA	167	0.0	193	104	148	226	0.0	52	392	38	221	38	86	2	0.0	71	225	150
LOC102724952	lncRNA	1	0.0	0.0	0.0	0.0	25	0.0	0.0	25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC102724955	lncRNA	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	104	0.0	0.0	0.0	41	0.0	0.0	0.0	0.0	1
LOC102724954	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OR5G4P	ncRNA	0.0	0.0	0.0	35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OR7E47P	ncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-94H18.1	lncRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC10A4	mRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4	74	0.0	0.0	0.0	0.0	0.0	0.0	6	0.0
BBS2	mRNA	375	116	22	0.0	33	81	13	0.0	137	38	0.0	115	115	460	0.0	0.0	268	351
SLC10A5	mRNA	97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46
BBS1	mRNA	60	0.0	0.0	41	0.0	212	0.0	5	0.0	5	59	60	0.0	0.0	147	0.0	110	1
XBP1	mRNA	294	255	1038	318	226	1140	799	1015	1243	729	415	379	659	2726	1014	204	631	197
SLC10A6	mRNA	111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15	0.0	47
SLC10A7	mRNA	1	0.0	68	22	0.0	47	0.0	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0	36	0.0
HSD17B1P1	ncRNA	196	0.0	65	0.0	15	41	1	0.0	0.0	0.0	0.0	106	0.0	0.0	274	0.0	0.0	0.0
TRDV2	mRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21	0.0	0.0
TRDV3	mRNA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC10A1	mRNA	0.0	0.0	31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SPDYC	mRNA	1	0.0	0.0	0.0	0.0	351	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-173B14.5	lncRNA	0.0	0.0	0.0	0.0	0.0	113	0.0	0.0	112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
